"","player","team","type","MW","nation","position","age","born","starts","starts_graded","subs","subs_graded","benchs","mins","mins_mean","nineties","grade_mean","tG","tGA","npG","npxG","npG_perf","npG_perf_rel","p_att","pG","p_miss","npA","pA","xAG","A_perf","A_perf_rel","npG_A","npG_A_perf","npG_A_perf_rel","npG_p90","npxG_p90","npG_perf_p90","npG_perf_rel_p90","A_p90","xAG_p90","A_perf_p90","A_perf_rel_p90","npG_A_p90","npxG_xAG_p90","npG_A_perf_p90","npG_A_perf_rel_p90","ownG","ylw","ylwred","red","sds","status_pts","grade_pts","npG_pts","pG_pts","npA_pts","pA_pts","ylwred_pts","red_pts","sds_pts","clean_sheet_pts","points","name_fbref","url_fbref"
"119","Doekhi","1. FC Union Berlin","Abwehr",2.6,"NED","DF","26",1998,34,34,0,0,0,3060,90,34,"3.59",36,50,1,2.6,-1.6,"0.38",0,0,0,1,0,1.4,-0.4,"0.71",2,-2,"0.50",0.03,0.08,-0.05,"0.38",0.03,0.04,-0.01,"0.75",0.06,0.12,-0.06,"0.50",0,4,0,0,1,136,-12,5,0,2,0,0,0,3,0,134,"Danilho Doekhi","https://fbref.com/en/players/f67c9d29/Danilho-Doekhi"
"120","Dorsch","1. FC Heidenheim","Mittelfeld",1.5,"GER","MF","26",1998,19,18,3,0,1,1361,62,14.8,"3.42",25,49,2,1,1,"2.00",0,0,0,2,0,1.1,0.9,"1.82",4,1.9,"1.90",0.13,0.07,0.06,"1.86",0.13,0.07,0.06,"1.86",0.27,0.14,0.13,"1.93",0,5,0,1,1,82,6,8,0,4,0,0,-6,3,0,97,"Niklas Dorsch","https://fbref.com/en/players/7f73bdf4/Niklas-Dorsch"
"121","Dorsch","FC Augsburg","Mittelfeld",1.5,"GER","MF","26",1998,0,0,1,1,0,31,31,0.4,"4.00",2,2,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,"Niklas Dorsch","https://fbref.com/en/players/7f73bdf4/Niklas-Dorsch"
"122","Drewes","VfL Bochum","Tor",2,"GER","GK","31",1993,21,21,0,0,12,1890,90,21,"3.45",30,68,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,2,0,0,0,84,4,0,0,0,0,0,0,0,4,92,"Patrick Drewes","https://fbref.com/en/players/a8403737/Patrick-Drewes"
"123","Drexler","TSG Hoffenheim","Abwehr",1.2,"GER","DF","19",2005,5,4,3,1,3,358,45,4,"4.40",14,21,0,0.1,-0.1,"0.00",0,0,0,0,0,0,0,"NaN",0,-0.1,"0.00",0,0.01,-0.01,"0.00",0,0.01,-0.01,"0.00",0,0.02,-0.02,"0.00",0,2,0,0,0,26,-18,0,0,0,0,0,0,0,0,8,"Tim Drexler","https://fbref.com/en/players/0911b4fc/Tim-Drexler"
"124","Drljaca","VfB Stuttgart","Tor",0.5,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",1,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"125","Ducksch","Werder Bremen","Sturm",3.8,"GER","FW","30",1994,30,30,2,1,0,2436,76,26.9,"3.68",51,55,7,8.5,-1.5,"0.82",2,1,1,9,0,8.5,-0.5,"0.94",15,-2,"0.88",0.26,0.32,-0.06,"0.81",0.3,0.31,-0.01,"0.97",0.56,0.63,-0.07,"0.89",0,3,0,0,0,124,-22,21,3,18,0,0,0,0,0,144,"Marvin Ducksch","https://fbref.com/en/players/638a4d71/Marvin-Ducksch"
"126","Duranville","Borussia Dortmund","Sturm",1,"BEL","FW,MF","18",2006,2,2,10,3,17,277,23,3.1,"4.20",64,42,0,0.2,-0.2,"0.00",0,0,0,0,1,0.3,-0.3,"0.00",0,-0.6,"0.00",0,0.08,-0.08,"0.00",0,0.1,-0.1,"0.00",0,0.18,-0.18,"0.00",0,3,0,0,0,28,-14,0,0,0,2,0,0,0,0,16,"Julien Duranville","https://fbref.com/en/players/b06a7ae9/Julien-Duranville"
"127","Dzwigala","FC St. Pauli","Abwehr",1,"POL","DF,MF","28",1995,2,2,14,5,15,363,23,4.1,"4.07",23,39,0,0.4,-0.4,"0.00",0,0,0,0,0,0,0,"NaN",0,-0.4,"0.00",0,0.09,-0.09,"0.00",0,0,0,"NaN",0,0.09,-0.09,"0.00",0,2,0,1,0,36,-16,0,0,0,0,0,-6,0,0,14,"Adam Dźwigała","https://fbref.com/en/players/75edc8ce/Adam-Dzwigala"
"128","Dähne","Holstein Kiel","Tor",0.8,"GER","GK","30",1994,9,9,0,0,24,810,90,9,"3.06",47,76,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,36,16,0,0,0,0,0,0,0,0,52,"Thomas Dähne","https://fbref.com/en/players/f194035d/Thomas-Dahne"
"129","Eicher","1. FC Heidenheim","Tor",0.8,NA,NA,NA,NA,0,0,0,0,19,0,NA,NA,"NaN",26,42,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"130","Ekitiké","Eintracht Frankfurt","Sturm",3.5,"FRA","FW","22",2002,31,31,2,1,0,2579,78,28.5,"3.31",64,44,14,19.3,-5.3,"0.73",3,1,2,8,1,6.8,1.2,"1.18",22,-4,"0.85",0.49,0.68,-0.19,"0.72",0.28,0.24,0.04,"1.17",0.77,0.91,-0.14,"0.85",0,1,0,0,4,128,24,42,3,16,2,0,0,12,0,227,"Hugo Ekitike","https://fbref.com/en/players/5b92d896/Hugo-Ekitike"
"131","Elezi","VfL Bochum","Mittelfeld",1,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,"NaN",1,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"132","Elmas","RB Leipzig","Mittelfeld",2,"MKD","MF","24",1999,0,0,2,1,10,42,21,0.5,"4.50",17,12,0,0.3,-0.3,"0.00",0,0,0,0,0,0,0,"NaN",0,-0.3,"0.00",0,0.7,-0.7,"0.00",0,0,0,"NaN",0,0.7,-0.7,"0.00",0,1,0,0,0,4,-4,0,0,0,0,0,0,0,0,0,"Elif Elmas","https://fbref.com/en/players/cf007308/Elif-Elmas"
"133","Elongo-Yombo","Borussia Dortmund",NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,"NaN",5,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"134","Elvedi","Bor. Mönchengladbach","Abwehr",2,"SUI","DF","27",1996,25,25,0,0,2,2138,86,23.7,"3.46",39,44,1,2,-1,"0.50",0,0,0,1,0,0.4,0.6,"2.50",2,-0.5,"0.80",0.04,0.09,-0.05,"0.44",0.04,0.02,0.02,"2.00",0.08,0.1,-0.02,"0.80",1,1,0,0,0,100,4,5,0,2,0,0,0,0,0,111,"Nico Elvedi","https://fbref.com/en/players/48035304/Nico-Elvedi"
"135","Engelhardt","Holstein Kiel","Tor",0.5,NA,NA,NA,NA,0,0,0,0,7,0,NA,NA,"NaN",9,12,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"136","Engels","FC Augsburg",NA,NA,"BEL","MF,FW","20",2003,1,1,0,0,0,80,80,0.9,"4.00",2,2,0,0.4,-0.4,"0.00",0,0,0,0,0,0,0,"NaN",0,-0.4,"0.00",0,0.45,-0.45,"0.00",0,0,0,"NaN",0,0.45,-0.45,"0.00",0,1,0,0,0,4,-2,0,0,0,0,0,0,0,0,2,"Arne Engels","https://fbref.com/en/players/554bcc91/Arne-Engels"
"137","Erras","Holstein Kiel","Abwehr",1.7,"GER","DF","29",1995,10,10,0,0,0,834,83,9.2,"4.15",9,25,1,0.9,0.1,"1.11",0,0,0,0,0,0.1,-0.1,"0.00",1,0,"1.00",0.11,0.1,0.01,"1.10",0,0.01,-0.01,"0.00",0.11,0.11,0,"1.00",0,2,0,0,1,40,-26,5,0,0,0,0,0,3,0,22,"Patrick Erras","https://fbref.com/en/players/e3f6253d/Patrick-Erras"
"138","Essende","FC Augsburg","Sturm",1.8,"COD","FW","26",1998,21,21,9,3,1,1742,58,18.2,"4.00",32,44,7,4.2,2.8,"1.67",0,0,0,3,0,1.3,0.7,"1.54",9,3.5,"1.64",0.39,0.23,0.16,"1.70",0.11,0.07,0.04,"1.57",0.5,0.3,0.2,"1.67",0,4,0,2,1,102,-48,21,0,6,0,0,-12,3,0,72,"Samuel Essende","https://fbref.com/en/players/821550ce/Samuel-Essende"
"139","F. Jensen","FC Augsburg","Mittelfeld",1.6,"FIN","MF","26",1997,9,9,11,3,2,762,38,8.5,"4.17",22,29,0,0.7,-0.7,"0.00",0,0,0,0,0,0.7,-0.7,"0.00",0,-1.4,"0.00",0,0.08,-0.08,"0.00",0,0.08,-0.08,"0.00",0,0.16,-0.16,"0.00",0,0,0,0,0,58,-32,0,0,0,0,0,0,0,0,26,"Fredrik Jensen","https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen"
"140","F. Müller","SC Freiburg","Tor",0.8,"GER","GK","26",1997,8,8,1,1,19,752,84,8.4,"3.28",37,45,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,34,8,0,0,0,0,0,0,0,2,44,"Florian Müller","https://fbref.com/en/players/cbac6ec9/Florian-Muller"
"141","F. Nmecha","Borussia Dortmund","Mittelfeld",2.2,"GER","MF","23",2000,19,18,7,1,0,1514,58,16.8,"3.53",57,42,4,1.3,2.7,"3.08",0,0,0,1,1,1.1,-0.1,"0.91",5,2.6,"2.08",0.24,0.08,0.16,"3.00",0.06,0.07,-0.01,"0.86",0.3,0.15,0.15,"2.00",0,3,0,0,1,90,-2,16,0,2,2,0,0,3,0,111,"Felix Nmecha","https://fbref.com/en/players/091c86e2/Felix-Nmecha"
"142","Feller","1. FC Heidenheim","Tor",0.5,"GER","GK","20",2004,1,1,1,1,14,120,60,1.3,"2.50",14,22,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,6,8,0,0,0,0,0,0,0,4,18,"Frank Feller","https://fbref.com/en/players/ccd0981f/Frank-Feller"
"143","Fenyö","Eintracht Frankfurt","Mittelfeld",0.5,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",1,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"144","Fischer","VfL Wolfsburg","Abwehr",1.5,"GER","DF","23",2000,29,29,3,1,0,2311,72,25.5,"3.67",54,53,1,0.3,0.7,"3.33",0,0,0,0,0,0.5,-0.5,"0.00",1,0.2,"1.25",0.04,0.01,0.03,"4.00",0,0.02,-0.02,"0.00",0.04,0.03,0.01,"1.33",0,7,0,0,0,122,-20,5,0,0,0,0,0,0,0,107,"Kilian Fischer","https://fbref.com/en/players/79f7302a/Kilian-Fischer"
"145","Friedl","Werder Bremen","Abwehr",3.5,"AUT","DF","26",1998,25,25,1,0,0,2195,84,24,"3.08",43,33,0,0.5,-0.5,"0.00",0,0,0,0,0,0.2,-0.2,"0.00",0,-0.7,"0.00",0,0.02,-0.02,"0.00",0,0.01,-0.01,"0.00",0,0.03,-0.03,"0.00",2,8,1,1,1,102,42,0,0,0,0,-3,-6,3,0,138,"Marco Friedl","https://fbref.com/en/players/f86ad3f5/Marco-Friedl"
"146","Friedrich","Bor. Mönchengladbach","Abwehr",1.6,"GER","DF","28",1995,9,9,13,2,9,975,44,11,"3.23",51,50,0,0.4,-0.4,"0.00",0,0,0,1,0,0.6,0.4,"1.67",1,-0.1,"0.91",0,0.04,-0.04,"0.00",0.09,0.06,0.03,"1.50",0.09,0.1,-0.01,"0.90",0,0,0,0,0,62,12,0,0,2,0,0,0,0,0,76,"Marvin Friedrich","https://fbref.com/en/players/b77f44a4/Marvin-Friedrich"
"147","Frimpong","Bayer 04 Leverkusen","Abwehr",6,"NED","DF,MF","23",2000,25,25,8,5,1,2321,70,25.7,"3.17",72,43,5,4.1,0.9,"1.22",0,0,0,5,0,4.2,0.8,"1.19",10,1.7,"1.20",0.19,0.16,0.03,"1.19",0.19,0.16,0.03,"1.19",0.39,0.32,0.07,"1.22",0,4,0,0,1,116,40,25,0,10,0,0,0,3,0,194,"Jeremie Frimpong","https://fbref.com/en/players/74f2e748/Jeremie-Frimpong"
"148","Fukuda","Bor. Mönchengladbach","Sturm",0.8,"JPN","FW","20",2004,0,0,6,0,18,54,9,0.7,"NaN",38,43,1,0.4,0.6,"2.50",0,0,0,0,0,0,0,"NaN",1,0.6,"2.50",1.5,0.65,0.85,"2.31",0,0,0,"NaN",1.5,0.65,0.85,"2.31",0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,15,"Shiō Fukuda","https://fbref.com/en/players/056a8552/Shio-Fukuda"
"149","Föhrenbach","1. FC Heidenheim","Abwehr",1.7,"GER","DF","28",1996,22,21,5,0,5,1832,68,20.4,"3.81",34,59,0,0.3,-0.3,"0.00",0,0,0,1,0,1.3,-0.3,"0.77",1,-0.6,"0.62",0,0.01,-0.01,"0.00",0.05,0.06,-0.01,"0.83",0.05,0.08,-0.03,"0.62",0,3,0,0,0,98,-26,0,0,2,0,0,0,0,0,74,"Jonas Föhrenbach","https://fbref.com/en/players/1b4be8eb/Jonas-Fohrenbach"
"150","Führich","VfB Stuttgart","Mittelfeld",5,"GER","MF,FW","26",1998,23,23,10,5,0,1989,60,22,"3.41",64,49,2,2.9,-0.9,"0.69",0,0,0,5,0,3.7,-0.7,"0.81",5,-1.6,"0.76",0.09,0.13,-0.04,"0.69",0.14,0.17,-0.03,"0.82",0.23,0.3,-0.07,"0.77",0,1,0,0,2,112,10,8,0,10,0,0,0,6,0,146,"Chris Führich","https://fbref.com/en/players/0cf778df/Chris-Fuhrich"
"151","G. Xhaka","Bayer 04 Leverkusen","Mittelfeld",6,"SUI","MF","31",1992,33,33,0,0,1,2892,88,32.1,"3.09",72,43,2,0.9,1.1,"2.22",0,0,0,7,0,4.4,2.6,"1.59",9,3.7,"1.70",0.06,0.03,0.03,"2.00",0.22,0.14,0.08,"1.57",0.28,0.17,0.11,"1.65",1,3,0,0,2,132,54,8,0,14,0,0,0,6,0,214,"Granit Xhaka","https://fbref.com/en/players/e61b8aee/Granit-Xhaka"
"152","Gamboa","VfL Bochum","Abwehr",1.2,"CRC","DF","34",1989,1,1,11,1,18,216,18,2.5,"4.75",28,65,1,0.2,0.8,"5.00",0,0,0,0,0,0.2,-0.2,"0.00",1,0.7,"3.33",0.4,0.06,0.34,"6.67",0,0.07,-0.07,"0.00",0.4,0.14,0.26,"2.86",0,1,0,0,0,26,-10,5,0,0,0,0,0,0,0,21,"Cristian Gamboa","https://fbref.com/en/players/f27680d9/Cristian-Gamboa"
"153","Gebel","RB Leipzig","Mittelfeld",0.8,"GER","MF","16",2007,0,0,1,0,15,13,13,0.2,"NaN",33,30,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"Viggo Gebel","https://fbref.com/en/players/92ed2acc/Viggo-Gebel"
"154","Geertruida","RB Leipzig","Abwehr",2.6,"NED","DF","24",2000,17,17,7,2,7,1557,65,17.3,"3.87",49,46,1,1.1,-0.1,"0.91",0,0,0,0,0,1,-1,"0.00",1,-1,"0.50",0.06,0.06,0,"1.00",0,0.06,-0.06,"0.00",0.06,0.12,-0.06,"0.50",0,3,0,0,1,82,-28,5,0,0,0,0,0,3,0,62,"Lutsharel Geertruida","https://fbref.com/en/players/242e1043/Lutsharel-Geertruida"
"155","Geiger","TSG Hoffenheim","Mittelfeld",1.6,"GER","MF,FW","26",1998,7,7,13,1,5,727,36,8.2,"4.31",34,54,0,0.2,-0.2,"0.00",0,0,0,0,0,0.5,-0.5,"0.00",0,-0.6,"0.00",0,0.02,-0.02,"0.00",0,0.06,-0.06,"0.00",0,0.08,-0.08,"0.00",0,4,0,0,0,54,-26,0,0,0,0,0,0,0,0,28,"Dennis Geiger","https://fbref.com/en/players/37f606f0/Dennis-Geiger"
"156","Gendrey","TSG Hoffenheim","Abwehr",2,"FRA","DF","24",2000,14,14,8,6,2,1411,64,15.7,"3.83",29,44,1,1.1,-0.1,"0.91",0,0,0,1,0,1.8,-0.8,"0.56",2,-0.9,"0.69",0.06,0.07,-0.01,"0.86",0.06,0.12,-0.06,"0.50",0.13,0.19,-0.06,"0.68",0,1,0,0,0,72,-26,5,0,2,0,0,0,0,0,53,"Valentin Gendrey","https://fbref.com/en/players/822ed0ec/Valentin-Gendrey"
"157","Gerhardt","VfL Wolfsburg","Mittelfeld",2,"GER","MF,DF","30",1994,15,15,14,5,2,1512,52,16.9,"3.75",52,49,1,1.2,-0.2,"0.83",0,0,0,1,0,0.2,0.8,"5.00",2,0.6,"1.43",0.06,0.07,-0.01,"0.86",0.06,0.01,0.05,"6.00",0.12,0.08,0.04,"1.50",0,5,0,1,0,88,-20,4,0,2,0,0,-6,0,0,68,"Yannick Gerhardt","https://fbref.com/en/players/62ab9184/Yannick-Gerhardt"
"158","Geschwill","Holstein Kiel","Abwehr",1,"GER","DF","23",2001,13,13,6,3,10,1282,67,14.2,"3.94",40,67,1,0.9,0.1,"1.11",0,0,0,2,0,0.8,1.2,"2.50",3,1.4,"1.88",0.07,0.06,0.01,"1.17",0.14,0.05,0.09,"2.80",0.21,0.12,0.09,"1.75",1,2,0,0,0,64,-28,5,0,4,0,0,0,0,0,45,"Max Geschwill","https://fbref.com/en/players/0ffda76d/Max-Geschwill"
"159","Giannoulis","FC Augsburg","Abwehr",1.7,"GRE","DF","28",1995,31,31,0,0,0,2655,86,29.4,"3.60",32,49,1,1.1,-0.1,"0.91",0,0,0,4,0,4.2,-0.2,"0.95",5,-0.3,"0.94",0.03,0.04,-0.01,"0.75",0.14,0.14,0,"1.00",0.17,0.18,-0.00999999999999998,"0.94",0,8,0,0,1,124,-12,5,0,8,0,0,0,3,0,128,"Dimitris Giannoulis","https://fbref.com/en/players/112c495e/Dimitris-Giannoulis"
"160","Gigovic","Holstein Kiel","Mittelfeld",1.2,"BIH","MF","22",2002,23,23,8,4,2,1907,62,21.1,"3.81",49,77,5,1.9,3.1,"2.63",0,0,0,1,1,2.1,-1.1,"0.48",6,2.1,"1.54",0.24,0.09,0.15,"2.67",0.05,0.1,-0.05,"0.50",0.28,0.19,0.09,"1.47",0,5,0,0,0,108,-34,20,0,2,2,0,0,0,0,98,"Armin Gigovic","https://fbref.com/en/players/d0a0858e/Armin-Gigovic"
"161","Gimber","1. FC Heidenheim","Abwehr",1.8,"GER","DF","27",1997,32,32,0,0,1,2680,84,29.7,"3.73",37,62,0,0.7,-0.7,"0.00",0,0,0,0,0,0.3,-0.3,"0.00",0,-1,"0.00",0,0.02,-0.02,"0.00",0,0.01,-0.01,"0.00",0,0.03,-0.03,"0.00",0,9,0,0,0,128,-30,0,0,0,0,0,0,0,0,98,"Benedikt Gimber","https://fbref.com/en/players/e5f76710/Benedikt-Gimber"
"162","Ginter","SC Freiburg","Abwehr",3.5,"GER","DF","30",1994,28,27,4,2,1,2558,80,28.5,"3.03",47,52,2,2.8,-0.8,"0.71",0,0,0,1,0,0.7,0.3,"1.43",3,-0.5,"0.86",0.07,0.1,-0.03,"0.70",0.04,0.02,0.02,"2.00",0.11,0.12,-0.01,"0.92",0,5,0,0,1,120,54,10,0,2,0,0,0,3,0,189,"Matthias Ginter","https://fbref.com/en/players/f521b80a/Matthias-Ginter"
"163","Gittens","Borussia Dortmund","Sturm",2.4,"ENG","FW,MF","19",2004,21,21,11,3,2,1782,56,19.7,"3.62",71,51,8,3.6,4.4,"2.22",0,0,0,3,0,2.5,0.5,"1.20",11,4.9,"1.80",0.41,0.18,0.23,"2.28",0.15,0.13,0.02,"1.15",0.56,0.31,0.25,"1.81",0,4,0,0,2,106,-12,24,0,6,0,0,0,6,0,130,"Jamie Gittens","https://fbref.com/en/players/10745192/Jamie-Gittens"
"164","Gleiber","1. FSV Mainz 05",NA,NA,NA,NA,NA,NA,0,0,0,0,9,0,NA,NA,"NaN",7,11,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"165","Gnabry","Bayern München","Mittelfeld",4,"GER","FW,MF","29",1995,13,13,14,4,2,1234,46,13.8,"3.00",85,26,7,6.8,0.2,"1.03",1,0,1,5,0,5.1,-0.0999999999999996,"0.98",12,0.0999999999999996,"1.01",0.51,0.49,0.02,"1.04",0.36,0.37,-0.01,"0.97",0.87,0.86,0.01,"1.01",0,0,0,0,1,80,34,28,0,10,0,0,0,3,0,155,"Serge Gnabry","https://fbref.com/en/players/88e357ef/Serge-Gnabry"
"166","Gomis","RB Leipzig","Sturm",1.2,"FRA","MF,FW","17",2006,1,1,7,1,6,145,18,1.7,"3.75",19,19,0,0.3,-0.3,"0.00",0,0,0,1,0,0.9,0.1,"1.11",1,-0.2,"0.83",0,0.15,-0.15,"0.00",0.59,0.55,0.0399999999999999,"1.07",0.59,0.7,-0.11,"0.84",0,2,0,0,0,18,-2,0,0,2,0,0,0,0,0,18,"Tidiam Gomis","https://fbref.com/en/players/64c705d7/Tidiam-Gomis"
"167","Goretzka","Bayern München","Mittelfeld",4.2,"GER","MF,DF","29",1995,13,13,13,5,5,1315,51,14.7,"3.31",85,28,4,2.8,1.2,"1.43",0,0,0,1,0,1.7,-0.7,"0.59",5,0.6,"1.14",0.27,0.19,0.08,"1.42",0.07,0.11,-0.04,"0.64",0.34,0.3,0.04,"1.13",0,2,0,0,1,78,14,16,0,2,0,0,0,3,0,113,"Leon Goretzka","https://fbref.com/en/players/cc86b9a3/Leon-Goretzka"
"168","Gosens","1. FC Union Berlin",NA,NA,"GER","DF","30",1994,1,1,0,0,0,90,90,1,"4.50",1,1,0,0,0,"NaN",0,0,0,0,0,0.1,-0.1,"0.00",0,-0.2,"0.00",0,0.02,-0.02,"0.00",0,0.13,-0.13,"0.00",0,0.15,-0.15,"0.00",0,1,0,0,0,4,-4,0,0,0,0,0,0,0,0,0,"Robin Gosens","https://fbref.com/en/players/2d970560/Robin-Gosens"
"169","Gouweleeuw","FC Augsburg","Abwehr",2.2,"NED","DF","33",1991,33,33,0,0,0,2945,89,32.7,"3.39",34,46,1,0.9,0.1,"1.11",1,0,1,4,0,2.2,1.8,"1.82",5,1.9,"1.61",0.03,0.03,0,"1.00",0.12,0.07,0.05,"1.71",0.15,0.1,0.05,"1.50",0,9,0,0,2,132,14,5,0,8,0,0,0,6,0,165,"Jeffrey Gouweleeuw","https://fbref.com/en/players/1025db8e/Jeffrey-Gouweleeuw"
"170","Grabara","VfL Wolfsburg","Tor",2.8,"POL","GK","25",1999,29,29,0,0,0,2586,89,28.7,"3.00",50,50,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,2,0,0,3,116,58,0,0,0,0,0,0,9,10,193,"Kamil Grabara","https://fbref.com/en/players/62182b1d/Kamil-Grabara"
"171","Grahl","Eintracht Frankfurt","Tor",0.8,NA,NA,NA,NA,0,0,0,0,12,0,NA,NA,"NaN",26,12,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"172","Grave","VfL Bochum","Tor",0.5,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",2,0,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"173","Gregoritsch","SC Freiburg","Sturm",3,"AUT","FW","30",1994,5,5,15,2,8,627,31,7.1,"3.43",39,49,2,1.8,0.2,"1.11",0,0,0,3,0,0.4,0.6,"2.50",3,0.8,"1.36",0.28,0.25,0.03,"1.12",0.14,0.06,0.08,"2.33",0.42,0.31,0.11,"1.35",0,2,0,0,0,50,2,6,0,6,0,0,0,0,0,64,"Michael Gregoritsch","https://fbref.com/en/players/8e235926/Michael-Gregoritsch"
"174","Grifo","SC Freiburg","Mittelfeld",4,"ITA","FW,MF","31",1993,31,31,3,2,0,2454,72,27,"3.39",49,53,8,5.6,2.4,"1.43",3,0,3,11,0,6.9,4.1,"1.59",19,6.5,"1.52",0.3,0.21,0.09,"1.43",0.41,0.26,0.15,"1.58",0.7,0.46,0.24,"1.52",0,2,0,0,4,130,14,32,0,22,0,0,0,12,0,210,"Vincenzo Grifo","https://fbref.com/en/players/54e4866f/Vincenzo-Grifo"
"175","Grillitsch","TSG Hoffenheim","Mittelfeld",2.6,"AUT","MF","28",1995,8,8,0,0,0,605,76,6.7,"3.69",11,14,0,0.2,-0.2,"0.00",0,0,0,0,0,0.2,-0.2,"0.00",0,-0.3,"0.00",0,0.02,-0.02,"0.00",0,0.03,-0.03,"0.00",0,0.05,-0.05,"0.00",0,1,0,0,0,32,-6,0,0,0,0,0,0,0,0,26,"Florian Grillitsch","https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch"
"176","Grimaldo","Bayer 04 Leverkusen","Abwehr",6.5,"ESP","DF","28",1995,31,30,1,1,1,2675,84,29.3,"3.34",72,43,2,2.5,-0.5,"0.80",0,0,0,8,1,8.1,-1.1,"0.86",9,-1.6,"0.85",0.07,0.09,-0.02,"0.78",0.24,0.28,-0.04,"0.86",0.31,0.36,-0.05,"0.86",0,4,1,0,1,126,20,10,0,16,2,-3,0,3,0,174,"Álex Grimaldo","https://fbref.com/en/players/b1f4086c/Alex-Grimaldo"
"177","Grüll","Werder Bremen","Sturm",1.8,"AUT","FW,MF","26",1998,13,13,17,2,1,1179,39,13.1,"3.70",50,50,6,4,2,"1.50",0,0,0,2,1,1.8,-0.8,"0.56",7,1.2,"1.21",0.46,0.3,0.16,"1.53",0.08,0.14,-0.06,"0.57",0.53,0.44,0.09,"1.20",0,1,0,0,2,86,-12,18,0,4,2,0,0,6,0,104,"Marco Grüll","https://fbref.com/en/players/8babb812/Marco-Grull"
